Name,Description,URL,Category
Lua,"goddess to whom soldiers sacrificed captured weapons, probably a consort of Saturn.",https://en.wikipedia.org/wiki/Lua_(goddess),Roman
Lucifer,god of the morning star,https://en.wikipedia.org/wiki/Lucifer,Roman
Lucina,"goddess of childbirth, but often as an aspect of Juno.",https://en.wikipedia.org/wiki/Lucina_(mythology),Roman
Luna,goddess of the moon.,https://en.wikipedia.org/wiki/Luna_(goddess),Roman
Lupercus,"god of shepherds and wolves; as the god of the Lupercalia, his identity is obscure, but he is sometimes identified with the Greek god Pan.",https://en.wikipedia.org/wiki/Lupercus,Roman
Lympha,"often plural lymphae, a water deity assimilated to the Greek nymphs.",https://en.wikipedia.org/wiki/Lympha,Roman
Mana Genita,goddess of infant mortality,https://en.wikipedia.org/wiki/Mana_Genita,Roman
Manes,the souls of the dead who came to be seen as household deities.,https://en.wikipedia.org/wiki/Manes,Roman
Mania,"the consort of the Etruscan underworld god Mantus, and perhaps to be identified with the tenebrous Mater Larum; not to be confused with the Greek Maniae.",https://en.wikipedia.org/wiki/Mania_(deity),Roman
Mantus,an Etruscan god of the dead and ruler of the underworld.,https://en.wikipedia.org/wiki/Mantus,Roman
Mars,"god of war and father of Romulus, the founder of Rome; one of the Archaic Triad assigned a flamen maior; lover of Venus; one of the Dii Consentes.Greek equivalent-Ares.",https://en.wikipedia.org/wiki/Mars_(mythology),Roman
Mater Matuta,"goddess of dawn and childbirth, patroness of mariners.",https://en.wikipedia.org/wiki/Mater_Matuta,Roman
Meditrina,"goddess of healing, introduced to account for the festival of Meditrinalia.",https://en.wikipedia.org/wiki/Meditrinalia,Roman
Mefitis,goddess and personification of poisonous gases and volcanic vapours.,https://en.wikipedia.org/wiki/Mefitis,Roman
Mellona,goddess of bees and bee-keeping.,https://en.wikipedia.org/wiki/Mellona,Roman
Mena,goddess of fertility and menstruation.,https://www.godchecker.com/roman-mythology/MENA/,Roman
Mercury,"messenger of the gods and bearer of souls to the underworld, and one of the Dii Consentes. Roman counterpart of the Greek god Hermes.",https://en.wikipedia.org/wiki/Mercury_(mythology),Roman
Minerva,"goddess of wisdom, war, the arts, industries and trades, and one of the Dii Consentes. Roman equivalent of the Greek goddess Athena.",https://en.wikipedia.org/wiki/Minerva,Roman
Mithras,god worshipped in the Roman empire; popular with soldiers.,https://www.dkfindout.com/us/history/ancient-rome/mithras/,Roman
Molae,"daughters of Mars, probably goddesses of grinding of the grain.",https://en.wikipedia.org/wiki/Molae,Roman
Moneta,"minor goddess of memory, equivalent to the Greek Mnemosyne. Also used as an epithet of Juno.",https://en.wikipedia.org/wiki/Moneta,Roman
Mors,personification of death and equivalent of the Greek Thanatos.,https://en.wikipedia.org/wiki/Mors_(mythology),Roman
Morta,"minor goddess of death and one of the Parcae (Roman equivalent of the Moirai). The cutter of the thread of life, her Greek equivalent was Atropos.",https://en.wikipedia.org/wiki/Morta_(mythology),Roman
Murcia,"a little-known goddess who was associated with the myrtle, and in other sources was called a goddess of sloth and laziness (both interpretations arising from false etymologies of her name). Later equated with Venus in the form of Venus Murcia.",https://en.wikipedia.org/wiki/Murcia_(deity),Roman
Mutunus Tutunus,a phallic god.,https://en.wikipedia.org/wiki/Mutunus_Tutunus,Roman
Naenia,goddess of funerary lament.,https://en.wikipedia.org/wiki/Nenia_Dea,Roman
Nascio,personification of the act of birth.,http://www.thewhitegoddess.co.uk/divinity_of_the_day/roman/nascio.asp,Roman
Necessitas,"goddess of destiny, the Roman equivalent of Ananke.",https://en.wikipedia.org/wiki/Ananke,Roman
Nemesis,"goddess of revenge (Greek), adopted as an Imperial deity of retribution.",https://en.wikipedia.org/wiki/Nemesis,Roman
Neptune,"god of the sea, earthquakes, and horses, and one of the Dii Consentes. Greek equivalent is Poseidon.",https://en.wikipedia.org/wiki/Neptune_(mythology),Roman
Nerio,ancient war goddess and the personification of valor. The consort of Mars.,https://en.wikipedia.org/wiki/Nerio,Roman
Neverita,"presumed a goddess, and associated with Consus and Neptune in the Etrusco-Roman zodiac of Martianus Capella but otherwise unknown.[",https://pantheon.org/articles/n/neverita.html,Roman
Nixi,"also di nixi, dii nixi, or Nixae, goddesses of childbirth.",https://en.wikipedia.org/wiki/Di_nixi,Roman
Nona,"minor goddess, one of the Parcae (Roman equivalent of the Moirai). The spinner of the thread of life, her Greek equivalent was Clotho.",https://en.wikipedia.org/wiki/Nona_(mythology),Roman
Nortia,"a Roman-adopted Etruscan goddess of fate, destiny, and chance from the city of Volsinii, where a nail was driven into a wall of her temple as part a new-year ceremony.",https://en.wikipedia.org/wiki/Nortia,Roman
Nox,"goddess of night, derived from the Greek Nyx.",https://gods-and-demons.fandom.com/wiki/Nox,Roman
Ops,goddess of resources or plenty.,https://www.britannica.com/topic/Ops,Roman
Orcus,a god of the underworld and punisher of broken oaths.,https://en.wikipedia.org/wiki/Orcus,Roman
Palatua,obscure goddess who guarded the Palatine Hill. She was assigned a flamen minor.,http://www.thewhitegoddess.co.uk/divinity_of_the_day/roman/palatua.asp,Roman
Pales,"deity of shepherds, flocks and livestock.",https://en.wikipedia.org/wiki/Pales,Roman
Parcae,the three fates.,https://en.wikipedia.org/wiki/Parcae,Roman
Pax,goddess of peace; equivalent of Greek Eirene.,https://en.wikipedia.org/wiki/Pax_(goddess),Roman
Penates,household gods.,https://en.wikipedia.org/wiki/Di_Penates,Roman
Picumnus,"minor god of fertility, agriculture, matrimony, infants and children.",https://www2.classics.upenn.edu/myth/php/tools/dictionary.php?regexp=PICUMNUS&method=standard,Roman
Picus,Italic woodpecker god with oracular powers.,https://en.wikipedia.org/wiki/Picus,Roman
Pietas,goddess of duty; personification of the Roman virtue pietas.,https://en.wikipedia.org/wiki/Pietas,Roman
Pilumnus,"minor guardian god, concerned with the protection of infants at birth.",https://pantheon.org/articles/p/pilumnus.html,Roman
Pluto,"Greek Plouton, a name for the ruler of the dead popularized through the mystery religions and Greek philosophy, sometimes used in Latin literature and identified with Dis pater or Orcus.",https://en.wikipedia.org/wiki/Pluto_(mythology),Roman
Poena,goddess of punishment.,https://en.wikipedia.org/wiki/Poena,Roman
Pomona,"goddess of fruit trees, gardens and orchards; assigned a flamen minor.",https://en.wikipedia.org/wiki/Pomona_(mythology),Roman
Porrima,goddess of the future. Also called Antevorta. One of the Carmentes and the Camenae.,https://en.wikipedia.org/wiki/Antevorta,Roman
Portunus,"god of keys, doors, and livestock, he was assigned a flamen minor.",https://en.wikipedia.org/wiki/Portunus_(mythology),Roman
Postverta or Prorsa Postverta,"goddess of childbirth and the past, one of the two Carmentes (other being Porrima).",https://en.wikipedia.org/wiki/Postverta,Roman
Priapus,imported phallic guardian of guardians.,https://en.wikipedia.org/wiki/Priapus,Roman
Proserpina,"Queen of the Dead and a grain-goddess, the Roman equivalent of the Greek Persephone.",https://en.wikipedia.org/wiki/Proserpina,Roman
Providentia,goddess of forethought.,https://en.wikipedia.org/wiki/Providentia,Roman
Pudicitia,"goddess and personification of chastity, one of the Roman virtues. Her Greek equivalent was Aidôs.",https://en.wikipedia.org/wiki/Pudicitia,Roman
Querquetulanae,nymphs of the oak.,https://en.wikipedia.org/wiki/Querquetulanae,Roman
Quirinus,"Sabine god identified with Mars; Romulus, the founder of Rome, was deified as Quirinus after his death. Quirinus was a war god and a god of the Roman people and state, and was assigned a flamen maior; he was one of the Archaic Triad gods.",https://en.wikipedia.org/wiki/Quirinus,Roman
Quiritis,"goddess of motherhood. Originally Sabine or pre-Roman, she was later equated with Juno.",https://en.wikipedia.org/wiki/Quiritis,Roman
Robigo or Robigus,a god or goddess who personified grain disease and protected crops.,https://en.wikipedia.org/wiki/Robigalia,Roman
Roma,personification of the Roman state.,https://en.wikipedia.org/wiki/Roma_(mythology),Roman
Rumina,goddess who protected breastfeeding mothers.,https://en.wikipedia.org/wiki/Rumina,Roman
Salacia,"goddess of seawater, wife of Neptune.",https://en.wikipedia.org/wiki/Salacia,Roman
Salus,goddess of the public welfare of the Roman people; came to be equated with the Greek Hygieia.,https://www.britannica.com/topic/Salus,Roman
Sancus,"god of loyalty, honesty, and oaths.",https://en.wikipedia.org/wiki/Sancus,Roman
Saturn,"a titan, god of harvest and agriculture, the father of Jupiter, Neptune, Juno, and Pluto.",https://en.wikipedia.org/wiki/Saturn_(mythology),Roman
Securitas,"goddess of security, especially the security of the Roman empire.",https://en.wikipedia.org/wiki/Securitas,Roman
Silvanus,god of woodlands and forests.,https://en.wikipedia.org/wiki/Silvanus_(mythology),Roman
Sol Invictus,sun god.,https://en.wikipedia.org/wiki/Sol_Invictus,Roman
Somnus,god of sleep; equates with the Greek Hypnos.,https://en.wikipedia.org/wiki/Somnus,Roman
Soranus,a god later subsumed by Apollo in the form Apollo Soranus.,https://en.wikipedia.org/wiki/Soranus_(mythology),Roman
Sors,god of luck.,https://en.wikipedia.org/wiki/Sors,Roman
Spes,goddess of hope.,https://en.wikipedia.org/wiki/Spes,Roman
Stata Mater,goddess who protected against fires. Sometimes equated with Vesta.,https://en.wikipedia.org/wiki/Stata_Mater,Roman
Sterquilinus ,"god of fertilizer. Also known as Stercutus, Sterculius, Straculius, Struculius.",https://en.wikipedia.org/wiki/Sterquilinus,Roman
Suadela,"goddess of persuasion, her Greek equivalent was Peitho.",https://en.wikipedia.org/wiki/Suadela,Roman
Summanus,god of nocturnal thunder.,https://en.wikipedia.org/wiki/Summanus,Roman
Sulis Minerva,a conflation of the Celtic goddess Sul and Minerva,https://en.wikipedia.org/wiki/Sulis,Roman
Talasius,a god of marriage,https://en.wikipedia.org/wiki/Talasius,Roman
Tellumo or Tellurus,male counterpart of Tellus.,https://en.wikipedia.org/wiki/Terra_(mythology),Roman
Tempestas,"a goddess of storms or sudden weather, usually plural as the Tempestates",https://en.wikipedia.org/wiki/Tempestas,Roman
Terra Mater or Tellus,"goddess of the earth and land. The Greek equivalent is Gaea, mother of titans, consort of Caelus (Uranus).",https://en.wikipedia.org/wiki/Terra_(mythology),Roman
Terminus,the rustic god of boundaries.,https://en.wikipedia.org/wiki/Terminus_(god),Roman
Tiberinus,river god; deity of the Tiber river.,https://en.wikipedia.org/wiki/Tiberinus_(god),Roman
Tibertus,"god of the river Anio, a tributary of the Tiber.","https://en.wikipedia.org/wiki/Tivoli,_Lazio",Roman
Tranquillitas,goddess of peace and tranquility.,https://en.wikipedia.org/wiki/Tranquillitas,Roman
Trivia,"goddess of crossroads and magic, equated with Hecate.",https://en.wikipedia.org/wiki/Diana_(mythology),Roman
Vacuna,ancient Sabine goddess of rest after harvest who protected the farmers' sheep; later identified with Nike and worshipped as a war goddess.,https://en.wikipedia.org/wiki/Vacuna,Roman
"Vagitanus, or Vaticanus",opens the newborn's mouth for its first cry.,https://en.wikipedia.org/wiki/Vagitanus,Roman
Vediovus or Veiovis,"obscure god, a sort of anti-Jupiter, as the meaning of his name suggests. May be a god of the underworld.",https://en.wikipedia.org/wiki/Vejovis,Roman
Venilia or Venelia,"sea goddess, wife of Neptune or Faunus.",https://en.wikipedia.org/wiki/Venilia,Roman
Venti,"the winds, equivalent to the Greek Anemoi: North wind Aquilo(n) or Septentrio (Greek Boreas); South wind Auster (Greek Notus); East wind Vulturnus (Eurus); West wind Favonius (Zephyrus); Northwest wind Caurus or Corus (see minor winds).",https://en.wikipedia.org/wiki/Anemoi,Roman
Venus,"goddess of love, beauty, sexuality, and gardens; mother of the founding hero Aeneas; one of the Dii Consentes.",https://en.wikipedia.org/wiki/Venus_(mythology),Roman
Veritas,goddess and personification of the Roman virtue of veritas or truth.,https://en.wikipedia.org/wiki/Veritas,Roman
Verminus,god of cattle worms.,https://en.wikipedia.org/wiki/Verminus,Roman
"Vertumnus, Vortumnus or Vertimnus","god of the seasons, and of gardens and fruit trees.",https://en.wikipedia.org/wiki/Vertumnus,Roman
Vesta,"goddess of the hearth, the Roman state, and the sacred fire; one of the Dii Consentes.",https://en.wikipedia.org/wiki/Vesta_(mythology),Roman
Vica Pota,goddess of victory and competitions.,https://en.wikipedia.org/wiki/Vica_Pota,Roman
Victoria,goddess of victory.,https://en.wikipedia.org/wiki/Victoria_(mythology),Roman
Viduus,god who separated the soul and body after death.,https://pantheon.org/articles/v/viduus.html,Roman
Virbius,"a forest god, the reborn Hippolytus.",https://en.wikipedia.org/wiki/Hippolytus_of_Athens,Roman
Virtus,"god or goddess of military strength, personification of the Roman virtue of virtus.",https://en.wikipedia.org/wiki/Virtus_(deity),Roman
Volturnus,"god of water, was assigned a flamen minor. Not to be confused with Vulturnus.",https://en.wikipedia.org/wiki/Volturnus,Roman
Voluptas,goddess of pleasure.,https://en.wikipedia.org/wiki/Voluptas,Roman
Vulcan,"god of the forge, fire, and blacksmiths, husband to Venus, and one of the Dii Consentes, was assigned a flamen minor.",https://en.wikipedia.org/wiki/Vulcan_(mythology),Roman
